Advertising_Budget,Economic_Condition,Price,Sales
8.220463395462177,2,32.827725150005044,-28.59468214912806
10.010535481914092,7,34.02050829635341,-7.380449014490195
11.732849740336862,6,31.950917568635475,-4.116073448004634
8.928928839347613,2,27.91945671858,-27.12014863405916
9.483702164588962,8,36.534509482495714,-3.690721073125795
10.094312316045729,5,27.938418974866124,-13.870163262420323
9.145869704034789,8,29.92557276406675,5.721604137469042
9.757534068418538,1,20.52905562232558,13.361889979429705
9.66285090787182,3,26.63259935813748,-15.719503114123258
9.608202136293459,7,24.308147629238317,7.12085854878667
9.613313765473375,2,31.24142798629887,-6.130957556524935
10.59326020116553,5,28.66474558471777,-14.723330579872858
8.479509145342725,3,25.04309450765251,-2.3283527834214652
5.110568435241633,2,39.233324916323475,-36.85258940756468
8.938925398440826,6,28.327323850568902,-8.64810986575754
11.68469120008348,2,32.7694351803839,-21.949943151658577
9.67042790720103,7,33.399921904444376,-1.375283725903052
7.431796546930498,1,25.869871111455012,-21.417159811176198
10.400342967189868,8,26.794101193880763,15.246221357333429
11.697018158880015,5,25.52009238061656,-4.693720017755313
6.580309137587892,3,16.964111478876333,-7.115843990900974
6.832661859143018,4,34.92262180179268,-27.990552859649085
7.799020504496393,8,34.63648243496605,-23.650667500211853
7.685484918231953,8,28.919043053386087,2.005904869302479
13.616089721032322,1,27.2269105347442,-4.380369958555373
7.777642777850451,5,28.21704151159897,8.644966309035834
11.740830695793337,1,27.108694102612994,-17.64478953826767
11.497945663925261,9,30.132937510858103,20.329452558828134
11.419065135698496,4,33.64551846617343,-12.584990664669654
10.63229885424002,4,32.375112451051244,-4.872286247651742
8.443571509670655,2,26.66803588449761,-14.845726307649405
8.928076814838528,1,35.650906343756546,-36.69033746629591
7.652335558050786,9,34.340038504305824,-17.057765720072684
8.130407592011332,2,32.077838329408166,-10.617015770167864
7.799920704083977,5,32.18362722872198,-23.681370859392686
9.944012374411278,8,37.04818394694299,-3.822401131621537
8.71875583001391,8,26.841876943181877,2.6722275434783724
10.848461287062518,1,35.29189007049962,-31.36694502612758
12.325725546122786,4,31.72039967841426,-0.23297436038869046
14.92874453089135,8,30.492266600663278,14.320263923132146
9.726701357448862,9,33.25205768824136,5.440179803813155
6.848094235135181,7,26.25478726384698,3.7688296714186844
12.7654552720835,9,29.614826865477255,26.06691755862753
9.681392018252712,2,36.106706668944646,-37.44727754271334
11.567918866325602,8,37.14430106900482,24.635671703245556
7.567865390405332,5,33.88932662406909,-1.9764411356731841
8.948235450603827,3,17.171228010401336,2.564692166265923
10.323939111093152,8,27.59804279781159,19.24612321055363
8.153264871420712,1,25.36691529097272,-13.151643718727625
12.525466155633222,1,32.59344087947224,-8.711095537739313
13.270009659279149,4,31.822902448124015,-1.1693116457173456
10.664426597372826,1,24.683562532730843,-6.575901092501097
8.886842943949734,7,23.510368674899233,-8.207324502970886
8.564493767782704,7,29.180040526822715,0.6155091638922974
9.347747186874626,1,27.962075487687308,2.7706155526322114
9.233421080237838,4,32.26711280572482,-21.055614906529748
8.574430849094218,5,29.59198833452068,-2.030720805882188
11.320894141381748,4,23.673890143108267,7.912464349367841
8.310712116615406,4,29.38600969863713,-9.101393099884328
9.846402858345263,6,36.17527008730694,-32.690905562567394
13.039579610974082,4,27.57762223013098,10.30901447691879
8.24617560965286,2,37.67323603047791,-39.37284850563801
10.003183480575622,8,25.803953464206028,22.77229134304661
8.888917744503583,7,19.821203274673927,26.376689320567422
10.662877924887377,7,30.799088673938112,-4.75865901961296
8.904780102607628,4,34.211247575947155,-21.281551837645754
6.245216899063422,2,25.334094198419482,-17.753251457262515
8.62886983046263,5,30.80667104156659,-9.098299799952535
8.332611599230734,1,29.161897096563973,-19.36161058231225
11.770299173499147,1,28.62062411077754,-10.379832014560867
9.548484031395976,4,33.07867738133151,-29.50433353626177
9.986379041743696,2,26.768055612602808,-0.7330940923527098
10.01978884999416,7,26.16896237223579,14.675788705174032
9.855301709959267,8,35.5603017552101,-13.320040838071952
7.472494840736081,4,24.09257965723767,1.510837076379972
7.0255245628593395,2,27.453279184847794,2.3267242820750873
7.151679304479672,7,31.498236267155434,-11.442388958346793
7.987931199635041,2,37.709999452919504,-33.803504738650666
6.806900987938821,1,30.176289627559623,-20.280278930883753
10.310865350869186,7,33.233415636897405,-5.19495487525922
15.158976312485748,2,33.67193894532636,6.664302578433456
9.140886558778753,5,29.417742130121994,6.6665074711732295
4.398055094112305,6,31.44282334407498,-47.434556709075636
10.038439164018424,2,22.431352280953952,6.110202649579294
7.41770966559265,8,32.41043752296934,2.208448847934136
11.489810615222087,5,34.333674697172846,-12.43681481378088
10.096271178103196,5,30.030853573385084,-8.050962854575753
7.223722472412958,7,26.37775972110167,-28.432626443270262
11.451146947687793,9,25.524110462923787,16.370896996290522
9.584847131064647,8,27.783897098759645,6.156777676036643
9.712466863468139,3,29.310018203701794,-3.247311328624088
8.948637556490622,5,27.021533556475397,-3.4776683800604973
15.424288770130413,6,31.362217045391223,16.796066889542335
9.844219829002398,4,27.03414894098794,-5.3467536033516865
10.164194443215159,2,34.51898449510827,-3.3131093887706875
10.12865517094249,2,33.10073208350895,-23.668691415245654
8.139148313579424,9,24.64767109690328,0.11285526697637227
9.87084782412053,2,25.884326249602157,6.764975653953847
9.82932210532102,4,32.34279909589726,-0.7732507801380866
13.543375295190263,4,32.53138168523081,-13.283638574571413
8.068858388788275,3,20.42006414690905,10.639583567791991
12.740708538083577,1,26.006754766223246,-2.384586643097975
8.865443014813952,9,31.1705694788855,-11.392465159858936
7.8616831531819855,9,28.46371330298652,1.8783125983462798
11.130043619274552,4,31.277473228471916,12.038037863006782
10.114529654043022,1,35.238345811793195,-27.570708353669932
10.483149663514371,7,24.551945717878436,13.377677910988147
10.972345289697078,4,29.093044678241206,5.7893215629556884
9.27313319360658,4,30.344644975017005,-7.986284816827353
10.978023748760487,4,24.5840867278114,2.15572449805102
11.27050584720913,3,25.72943253260697,-11.400779351198159
11.602861248095715,2,27.984290360567,-16.049985803817826
9.20315895295749,1,21.43730210880741,14.194858265992739
9.310108521802068,2,30.398560178709896,-9.731550742393857
7.135666629000873,8,27.254690121705643,4.66869883952474
7.4586161781266656,8,23.393715557851408,14.548408268650597
10.877915488478829,5,35.11238216713674,-1.0370499984473778
10.310471945808859,6,39.85137363441541,-6.994701780033147
9.0315166591136,8,26.921184402214102,-2.6908818283206513
9.393680725663385,6,28.332625408834346,15.699624843088134
9.882617749094056,2,24.402305561828783,-19.610957274497473
12.993955786934684,2,29.006916500007083,-2.429085073548722
11.676035842373292,7,31.014451068175298,0.266854389950987
10.471441687673464,9,35.28675880046811,3.8148752361375156
8.248051893212269,3,26.628908983740452,-3.6409691253084073
9.513386727566218,2,25.862482452587948,-3.060413236313499
13.155740823480006,9,29.865277315327624,18.270912559902005
13.480830059864855,9,34.957055885148755,1.9521475940972532
12.17901763593441,5,21.773445191375554,9.647914873258625
12.444341464259919,7,36.52324091549511,3.8337363518540624
10.942682651554907,4,25.66644203351698,-5.339545115315369
7.086695684781958,1,28.909015955421903,-15.190197440861866
11.128624272852106,4,29.38146894308671,11.172642059951212
7.787123938402712,7,23.603471468309746,4.199803980427539
7.723353752813504,3,31.763221995163057,5.4773140681663115
11.130577821723596,2,27.607843587490635,6.685902791472836
11.429316825458312,4,33.023731059216296,-17.520214995280853
12.560505835350977,4,31.02545181038668,-16.376294065223718
10.750570380805762,2,27.784808248259946,15.169424388528071
12.003587078572545,9,33.552437214650055,15.870653645395294
8.521310109897325,6,30.05705432719416,10.84555740834195
6.633284921717339,3,31.18620220593766,-24.894726366699558
10.856931722222054,2,25.483563447472108,4.176549513245612
9.07560408188473,8,30.5587835906446,-9.38128665679944
5.95669821719908,2,24.41677998259177,7.060838240900537
7.51815890335907,4,33.28447486091537,-26.790740329173612
12.918751156558182,6,37.276918042291186,-2.198692876632444
10.704426737095092,1,23.50723291275373,11.098817033143778
9.683119335086841,3,20.35575640897088,20.48420182074476
10.817806148040733,9,32.75171560400234,-7.993300917806842
11.522356622171289,8,42.43455493476395,-14.011004209508773
8.033210373637617,4,34.576523980213125,-21.9523128707969
8.783722139381998,3,31.222941156837102,-12.332394714992876
7.139196834606345,6,31.235050141633074,-12.576174239175986
9.50342221379891,8,29.474339513553925,1.1394526824000537
6.979554571513793,4,24.172043269360387,-3.1258931817182294
10.767580244203677,9,31.387192378786484,5.002934911589989
12.248653397357533,8,24.63851698164752,18.31717801705418
9.606527508337198,4,26.12835468152966,6.390500516222309
8.239648249162867,1,31.58263465872493,-6.654681782698157
9.517400952735967,5,32.87651668121204,-13.248213415834137
10.815248479391816,5,31.787818401995,3.2948790683558755
9.197894957846463,9,35.43548429142998,-13.464213928831683
8.888942210848333,9,37.8606844622615,-14.20389384599331
9.448096482386278,1,33.67850173214971,-30.577437690158
11.363438443425041,8,25.73377921134154,13.106162599857292
9.00225907934914,2,32.421740870604204,-16.362492323377058
8.31542490776194,2,33.9319534990741,-14.64381831550677
6.3889238833957585,6,38.417749809613504,-35.71054270395194
13.696727577331938,8,29.114003053854063,25.684079702412596
11.786107106455521,9,27.520796286244316,27.869314276585854
14.404159520872547,9,25.82187338674642,20.93912038440868
11.794057511111172,7,26.969522663027128,27.705493579415325
11.155883749313803,4,36.881592389528194,-9.014954502617723
9.188867158562001,8,27.02910362577643,-8.32451020181646
11.269345376867179,8,35.1978284161731,-8.520384376983232
9.102591107520917,5,24.07364262411794,8.182307274359758
11.379095535928471,7,39.378266402295914,-17.013418032089085
10.802555231215122,4,31.18384175443628,-30.21214021314252
9.551727663204053,7,34.20787141635428,-10.666579806005736
14.652955177627241,7,33.70409284929839,16.119081599179836
8.44975721938067,1,27.272266081322734,-8.630900779017011
11.733306524854932,3,20.06788289965801,13.933760194645128
9.139473685162647,8,27.469686994534232,-19.88106372642106
7.78840194930544,2,30.849879566658466,-29.78863625728247
8.894643564525367,7,26.78633625831526,-6.081263945755054
8.829519858300896,2,28.29563583173829,-17.86467845860372
11.28107510491529,6,27.064372513420263,14.478846588640826
11.692117999741019,9,28.337096947636244,16.34483997583288
11.351989586601622,3,29.988482036753755,-1.8028171370535846
8.384868262637601,6,36.213939239568845,-11.129808021446724
9.029964562960972,4,27.063086223642753,-0.9436071708723217
6.095571126378011,6,30.495574292589357,-2.2814070041669847
11.840013919890358,7,26.85915430938696,16.683190788949435
11.615928989695323,2,32.86775548488922,-19.44041537811507
9.216190955720121,8,24.74496318852266,7.326283199494407
10.113734853518476,2,28.948804705322207,-20.19002602361799
6.107856297978554,6,33.85093871603761,-18.82174549264137
7.295591774819915,3,25.870500852386805,12.401066944495831
10.882292567473717,8,33.13998542916638,20.871357388443336
7.833100084467679,3,33.39234463331909,-21.76232282244923
8.758145011489345,9,24.994395756293198,-5.462248346385742
10.591262717679438,6,29.503506862329814,-0.9568421791596645
9.749929718949865,4,30.295285403572027,-3.2568960825973754
10.964487575387054,8,39.38781302561577,-24.683849287941026
11.69107210160588,3,25.789858939476858,-8.256530596236669
12.295793372213229,9,31.700904538361875,-7.6491036882699355
10.59828026803058,2,29.525158039833794,-19.824058432561877
12.196141353329526,5,43.9161928401969,-27.45496269871161
10.106214835224424,9,29.09283837851461,-2.639310991790076
8.339031307372514,8,23.566874846046595,5.908509160415482
11.148105170171956,6,18.03637405971362,13.864844535970825
11.640275408154958,1,35.73573258988438,-29.65288856091329
12.558880672885943,7,34.826321357478356,-2.3354848744057377
5.985009678810643,2,31.732641778345908,-11.608685163029147
8.549716833160975,3,18.739482758121458,3.3732044980694753
7.660515596513787,3,30.899661108687873,-16.724929396797602
11.629683766215589,7,33.08816228402366,3.5519874314843243
7.680354515113432,1,27.161308729034236,3.8488429242541464
6.797904757878827,9,33.016262648281284,-11.766402996591026
10.298457933721787,6,28.593453706308694,11.71718151402422
13.769763186391549,7,36.94829838877557,6.865771614923888
12.062810572487392,3,37.57370423604592,-18.208668547872165
6.424136290335846,3,31.526017317828483,-15.717674793435627
10.230771447750625,6,29.112633561273284,13.180930115678436
11.181602234906517,7,25.607861785136357,-1.0366517831955164
9.40794168074441,1,33.607417808305144,-8.226781903967026
10.514768132821741,4,38.105131092576755,-5.791678696413898
13.64722054569716,6,33.04563575313337,-3.4387782920580268
10.473413048053892,9,28.6063683150762,16.927755943338077
8.17501184238126,6,27.166601299869324,-12.670304319397442
11.183780893249489,6,16.744475056532433,22.80862239527433
10.517315216629566,6,29.070832325611367,-3.2852194023878543
9.713160398233041,8,29.383686979354152,-1.4292597456353917
7.575824880063845,1,34.756155307497444,-33.73133592307641
8.370335208989209,4,22.310058173540497,17.43992750161652
12.871525147814193,4,34.57781361264791,-12.646189525345335
9.066939959140651,2,22.251064577395802,-8.24818461966154
10.484014884842273,9,29.074605435429167,14.590234769247916
7.90219171851181,1,29.30879985880188,-4.47117562587148
9.229005362604937,1,25.24576594101344,-17.712618978442045
11.150331019369442,5,34.341901697793034,-9.582467633060903
9.802225354092139,4,18.871341783935094,8.12030212377822
8.56036097587757,4,27.766491528995946,5.373245503983174
8.591622481091886,9,36.28380579638414,-16.1760617573293
6.442872057983767,1,28.337749087005548,-21.190923141824253
9.28740816037835,1,33.264766597070306,-46.38360758694096
9.55026556662629,1,21.715018164641737,-3.9923593831386426
8.51094050274827,2,26.003588320927754,-14.92988508528659
7.610034497709755,5,29.43641321196922,-21.019042341603175
13.206066488637465,1,27.95481574999193,13.320530864021364
10.784258027024629,3,24.564521509402446,0.26626579403958783
8.65997023401196,4,28.129603820385125,2.5592274353879088
9.798518765591997,7,28.776238170661713,1.0826355653640467
9.67700903079097,8,24.628683760930702,7.630095552559937
11.456511196307229,2,29.000410009561755,-10.869328334556299
10.447091636329207,3,37.039684880913924,-7.345963189537798
8.22960856485346,5,25.598538939545602,5.408687765616422
9.106401565701745,8,25.07642337704785,2.898673162320479
9.550261737043378,2,42.84898377941349,-29.49555469833458
10.430473196026288,9,31.590461509380606,8.128090377453603
12.51516663207056,2,18.65796865184889,35.736302133975215
9.276699215091044,2,29.060127440196062,-23.167350055057714
9.03102341013713,4,26.724588070560404,-9.896846361101545
12.142858011245211,5,27.749328675392444,23.418059536668
11.343591179561711,3,29.98741811607111,-0.1148361774178035
8.973622728814053,2,35.722734005954095,-17.184716890173217
7.374696552629801,5,29.87527154756014,-17.991986524635323
8.846904424167782,4,32.26529587416712,-20.667324421444615
10.349057514403981,5,29.490414866905862,0.38079148584258427
13.724958913903976,7,26.59303109012785,4.528818580764851
8.64349754643234,7,42.84940279880341,-25.061385455884295
8.438195204245936,4,32.97556877575589,-8.277742902776826
10.979668621591067,5,29.607227143390112,8.355935126500558
10.60666122442951,1,30.241110132820136,-2.617184993558542
8.682510449817997,8,39.04339880041737,-33.19152814727097
8.944874626496985,9,33.14301730332723,-7.4372167714591475
10.18377245416729,2,39.33109427236205,-14.655275135354621
12.887986264322903,1,34.34504318788228,-12.801998339717986
6.84827252078999,1,27.97406790380709,-15.371939242220998
9.476051852836083,2,27.96920980550489,-15.48814994110695
10.166361379960307,5,32.308339014441245,-5.946888734516279
11.911858882662278,5,27.582546423668767,5.2676231627097145
9.775701283918966,7,25.851243781073197,-2.5223313283674758
12.30930881341359,5,32.396522270460416,1.6417753866946634
10.030589171507026,7,30.774646042800835,24.72017180009385
13.260810812766824,6,36.91279535134457,-17.487597345378745
7.387115391266953,5,26.975502756031425,-8.86703235649324
9.550909642314478,6,28.74166583248865,21.845214530213727
8.852767724384949,7,24.68826998776264,8.598425209809825
10.209385464547317,8,29.46968539094919,-4.427721470223306
9.038518564119011,8,26.251942122175745,-4.019911399037282
11.869158451128747,8,23.950128426342815,32.555109047782224
10.355809429261745,2,29.970924834155838,3.8385416925479934
8.232420680018285,9,28.691016264589358,-4.123410232593326
9.923939421013605,8,37.5110046274025,-6.634565716550223
11.685650851970088,4,19.4306866446437,30.613254205435005
11.161016548704048,6,30.503611415049065,-5.80283014512377
11.292755063188617,2,34.482412902753595,-31.168982462433743
10.648611305712073,9,27.25387276260542,10.163878816025106
8.625298457522192,8,32.4226820253194,-8.312777328810725
8.666393004312273,2,34.22351366309877,11.768079681721982
7.833318162338163,4,25.811352475794855,-13.075494822804128
8.174148176648348,5,40.77504971788035,-21.43038698416463
9.377257436495547,4,26.970020279240924,2.5730242376146
12.022182712043792,2,25.333819034104838,-4.221103153038174
6.7617957933275115,5,26.489528704223627,-7.521090090476116
7.3910378208164005,9,19.732959200171962,14.002502571955036
10.300007862627282,5,25.337860083229664,-6.302850870349573
12.06456126756742,8,28.571276188474776,11.519303194275938
9.498235775446986,8,36.90623395171418,-0.5275197220918937
7.622897920588546,3,28.909537903686687,-21.798304894269513
4.51392294304983,8,28.108957062820867,-18.13942284928065
11.030672010402865,2,32.60923397868902,-8.595539702517915
9.928244356389559,5,32.01793855222979,5.054108013714227
10.722119671284686,4,40.926258264523,-22.014192455535817
9.232723331262035,7,35.135221943749436,-20.617077574166913
10.15309948665461,6,30.61986151462441,19.898292201192646
12.025515917292608,7,30.772678876756228,2.2628113330473028
10.761556686863871,7,29.83622801721265,-18.627982295198063
10.782629565815938,7,28.284810518271954,9.660931968098199
9.507075379975248,7,27.335960199838315,-6.72925794516523
10.64254344014698,8,33.66057564554107,-11.499827504765662
11.840768931577662,2,25.248573363479043,-4.304620486717369
9.17617999411381,2,26.26448825392384,-11.885472324475122
6.335311148299059,8,25.84149823419716,4.617068207627
10.672766227957778,4,31.939614084482415,-25.51519034476959
10.28682360159007,6,39.65158769533089,-24.26962046271038
7.119323447248394,1,18.89286688239982,-29.841006248705717
12.167200040288131,1,21.911021998216377,7.825767266638762
9.686015465692536,3,23.717101812256587,-8.553269039849932
5.7032056131741955,6,36.5981648499217,-33.47079852014507
7.430720885908535,1,29.01350045109209,-14.82716615976483
9.326201177949377,6,27.572838970882582,-10.680685096395743
11.526514794830268,3,30.42743904317417,-11.847364413958145
9.447248419304803,1,31.78616299140621,-13.851321375952594
9.862320816144177,9,33.65900558127602,-3.6766458403529096
10.985949689996856,8,25.632889052965645,-4.66456387373033
11.230633479929612,2,30.665030152862617,3.64001106373507
11.38407421032145,9,41.67986511431767,-28.165537479694006
7.140997599881491,4,36.472004353824516,-24.862341944998956
12.801954083523412,3,30.11694475890349,6.222950927561301
7.1597929510912675,3,34.38460889830128,-14.043018453585402
10.843709265848076,6,31.64790025472159,8.320686335905725
9.490655799547005,3,28.889791211730138,-14.439443163936716
10.398348761515326,9,26.50303745144454,3.7810069533485793
4.939911235257454,4,29.48531332107787,-14.916486464496106
8.644774099466668,3,27.333387018524135,-7.358124662042429
8.396321635155301,9,25.579679834606154,8.401997894888154
6.229982584281118,2,36.63609111638995,-19.690893327769558
9.698271526106883,9,30.519063827731937,-7.415305499456778
9.891064068382795,6,37.1992587586348,-13.662128702018022
8.228564038811108,3,34.29673985452694,-21.21565923847801
9.755208466341578,7,28.564188925846175,-3.5711106779486843
9.293180629283015,1,30.09435456812822,-14.187742220320525
5.501303156982817,1,27.47651035729789,-15.776796316107635
7.167509406746405,5,23.00040254219175,-15.833811357587638
10.284173382952497,4,34.17691692210283,-6.527945270728224
8.824067962215869,1,19.314556825500553,3.329805879137456
11.75320579473802,1,27.405677626618,3.05922811437917
11.888408095769012,9,30.667176125739328,-0.5415092285015817
9.247271694871777,6,28.11005098923465,10.226578311026952
9.460374168661222,3,25.86113765253141,-7.760722893075894
9.348880676652879,5,33.514937458008696,-9.277752028419545
10.798639596989567,6,33.00058072794898,15.043548461584937
7.930847671023331,7,32.33308262194219,-27.557096104337163
9.510066641267427,9,37.42543342125958,-8.423564326901838
8.26018623567432,9,34.66270281793437,-13.368964234455216
11.381603168948168,2,32.32100298502973,-1.7174146903844658
10.767842941940687,5,25.782577464801527,-3.911055317252642
6.804691140399311,7,28.89838188784375,2.3518910701888984
7.307579167324248,6,34.66918727565117,-0.5434475652452377
8.91938937420497,5,30.98182808699203,-19.981100035561987
10.066776855423502,4,29.65179140813032,-2.8718962773752157
10.582421999188746,4,35.205392286401704,-13.149784524922918
10.917175176292924,9,28.82674932601027,1.8110009209715336
8.243452864047411,9,23.565005524142066,20.961000991076126
11.319956526467127,6,22.752426908989897,26.080851005783366
10.849023566682177,5,34.625827755518216,-17.239565846526112
10.342647987837761,2,29.788529283860004,-11.1190529318411
9.546934413483642,4,27.500236634422574,-14.977838438267865
11.004750588991815,6,31.763471251008998,-23.85155656487851
8.74130034964659,3,24.643633867009527,-5.357260171727523
7.982447556416055,1,32.597263052446834,-44.79446701361486
10.97154569040098,1,24.271487183335587,-7.311865053289381
6.923786712254175,6,35.98235285003081,2.3485698982063674
11.902949642865838,7,33.71705425701234,5.657863545437552
12.03495280721614,9,30.540633877038086,6.522304407898209
13.548301258937176,5,29.119773890916033,16.524153847834558
10.931805953871622,6,27.81194230359964,-1.4422157186048787
10.714093856073355,7,29.30402077424484,11.596032960225287
9.953584067200046,5,33.307694979755716,7.520624772112566
10.26247992822454,5,26.221603738614277,20.011020706490527
8.963576182058652,4,37.83750515788329,-11.681910073885934
11.967807016486564,9,30.04636773015302,25.700789235593664
13.221852797740802,9,30.06953462850967,16.091249787165243
9.061957408233354,1,37.41588185228316,-26.645199875372928
10.63357735766247,3,28.95061758174169,-12.587915479487481
9.025057957285611,7,30.89852561014695,-1.9323455540508432
7.278836764283543,7,38.1219080679688,-39.14562961712128
8.154298275699615,6,28.165138075684258,-6.732397044461004
6.963464678585421,7,20.08110598431671,2.095626964585315
11.343758164767541,9,26.26350291865228,20.775129411708754
8.289762190346725,2,31.438814062876787,-5.753065544792438
9.996113226690486,1,22.885067410141676,0.1288293795361093
10.776373793333017,5,29.79188046493887,-22.816598836729387
10.10986245160768,4,30.163499143176626,-3.176438697456412
8.925864055712072,7,31.95647920007165,2.0370288474585294
9.059525603008328,8,26.535932215932384,-4.896208819795666
10.890800735567263,5,30.720856587724167,-15.664618711755113
12.323342611705735,4,37.886202679171184,-17.25388664720967
11.29312280866209,1,32.88854151586027,-13.799275328872973
8.611190154179214,4,35.28104261727235,-38.11863430537514
8.163452306906214,5,39.634378579058875,-21.56670958173448
12.035450972881588,8,28.47617334896146,11.59015618704434
7.4342604303536675,2,24.04516775924506,-13.287474450497163
9.484505073445291,8,25.904718434078998,-3.009029517308095
9.15360818531852,8,28.526164491617607,2.6065770173782914
11.598695936801866,1,29.360355399327748,0.8766076809486698
11.28717542746956,5,35.23348684390081,-9.2424552593384
5.913530842847157,1,33.78857722645162,-7.807641449603139
11.340025777381216,6,34.81753978122543,-3.3377054824429493
12.190498644720464,3,33.09507787506897,-16.70000639787034
12.304292603348898,3,33.35169804907404,-14.311294711746651
